1,1,0,1,r1,3,10.228
1,2,0,1,r1,3,10.602
1,3,0,1,r1,3,9.670
1,1,20,2,r1,3,30.273
1,2,20,2,r1,3,30.767
1,3,20,2,r1,3,28.199
1,1,30,3,r1,3,32.952
1,2,30,3,r1,3,33.122
1,3,30,3,r1,3,34.367
1,1,40,4,r1,3,40.356
1,2,40,4,r1,3,35.387
1,3,40,4,r1,3,36.048
1,1,0,5,r2,3,9.334
1,2,0,5,r2,3,10.883
1,3,0,5,r2,3,9.223
1,1,20,6,r2,3,32.017
1,2,20,6,r2,3,28.711
1,3,20,6,r2,3,27.756
1,1,30,7,r2,3,33.807
1,2,30,7,r2,3,36.688
1,3,30,7,r2,3,30.441
1,1,40,8,r2,3,37.874
1,2,40,8,r2,3,33.796
1,3,40,8,r2,3,34.933
1,1,0,9,r1,2,8.268
1,2,0,9,r1,2,7.859
1,3,0,9,r1,2,7.224
1,1,20,10,r1,2,24.223
1,2,20,10,r1,2,25.358
1,3,20,10,r1,2,27.187
1,1,30,11,r1,2,30.902
1,2,30,11,r1,2,27.846
1,3,30,11,r1,2,28.603
1,1,40,12,r1,2,35.428
1,2,40,12,r1,2,29.162
1,3,40,12,r1,2,30.477
1,1,0,13,r2,2,6.902
1,2,0,13,r2,2,6.515
1,3,0,13,r2,2,6.638
1,1,20,14,r2,2,20.701
1,2,20,14,r2,2,21.036
1,3,20,14,r2,2,23.433
1,1,30,15,r2,2,23.992
1,2,30,15,r2,2,27.124
1,3,30,15,r2,2,26.790
1,1,40,16,r2,2,27.455
1,2,40,16,r2,2,26.904
1,3,40,16,r2,2,27.753
1,1,0,17,r1,1,12.099
1,2,0,17,r1,1,11.391
1,3,0,17,r1,1,12.496
1,1,20,18,r1,1,23.517
1,2,20,18,r1,1,22.380
1,3,20,18,r1,1,22.452
1,1,30,19,r1,1,25.171
1,2,30,19,r1,1,24.732
1,3,30,19,r1,1,26.459
1,1,40,20,r1,1,27.224
1,2,40,20,r1,1,28.408
1,3,40,20,r1,1,29.840
1,1,0,21,r2,1,11.847
1,2,0,21,r2,1,10.004
1,3,0,21,r2,1,10.994
1,1,20,22,r2,1,19.378
1,2,20,22,r2,1,18.888
1,3,20,22,r2,1,17.562
1,1,30,23,r2,1,20.174
1,2,30,23,r2,1,19.142
1,3,30,23,r2,1,20.620
1,1,40,24,r2,1,21.557
1,2,40,24,r2,1,21.391
1,3,40,24,r2,1,22.003
2,1,0,1,r1,3,7.372
2,2,0,1,r1,3,12.519
2,3,0,1,r1,3,8.849
2,1,20,2,r1,3,31.779
2,2,20,2,r1,3,33.975
2,3,20,2,r1,3,31.248
2,1,30,3,r1,3,39.946
2,2,30,3,r1,3,38.578
2,3,30,3,r1,3,37.495
2,1,40,4,r1,3,40.642
2,2,40,4,r1,3,45.235
2,3,40,4,r1,3,43.686
2,1,0,5,r2,3,6.859
2,2,0,5,r2,3,10.874
2,3,0,5,r2,3,7.405
2,1,20,6,r2,3,34.317
2,2,20,6,r2,3,30.061
2,3,20,6,r2,3,34.467
2,1,30,7,r2,3,37.399
2,2,30,7,r2,3,35.300
2,3,30,7,r2,3,35.792
2,1,40,8,r2,3,38.639
2,2,40,8,r2,3,37.225
2,3,40,8,r2,3,41.870
2,1,0,9,r1,2,7.372
2,2,0,9,r1,2,12.519
2,3,0,9,r1,2,8.849
2,1,20,10,r1,2,26.507
2,2,20,10,r1,2,26.877
2,3,20,10,r1,2,27.331
2,1,30,11,r1,2,33.381
2,2,30,11,r1,2,32.424
2,3,30,11,r1,2,32.959
2,1,40,12,r1,2,35.745
2,2,40,12,r1,2,34.318
2,3,40,12,r1,2,36.258
2,1,0,13,r2,2,6.859
2,2,0,13,r2,2,10.874
2,3,0,13,r2,2,7.405
2,1,20,14,r2,2,24.406
2,2,20,14,r2,2,22.630
2,3,20,14,r2,2,25.193
2,1,30,15,r2,2,28.631
2,2,30,15,r2,2,25.287
2,3,30,15,r2,2,27.770
2,1,40,16,r2,2,29.643
2,2,40,16,r2,2,31.279
2,3,40,16,r2,2,28.916
2,1,0,17,r1,1,7.372
2,2,0,17,r1,1,12.519
2,3,0,17,r1,1,8.849
2,1,20,18,r1,1,19.222
2,2,20,18,r1,1,18.774
2,3,20,18,r1,1,20.104
2,1,30,19,r1,1,24.785
2,2,30,19,r1,1,22.064
2,3,30,19,r1,1,23.889
2,1,40,20,r1,1,25.198
2,2,40,20,r1,1,26.078
2,3,40,20,r1,1,24.483
2,1,0,21,r2,1,6.859
2,2,0,21,r2,1,10.874
2,3,0,21,r2,1,7.405
2,1,20,22,r2,1,14.488
2,2,20,22,r2,1,16.171
2,3,20,22,r2,1,15.472
2,1,30,23,r2,1,16.734
2,2,30,23,r2,1,18.362
2,3,30,23,r2,1,17.498
2,1,40,24,r2,1,19.365
2,2,40,24,r2,1,19.225
2,3,40,24,r2,1,20.157
3,1,0,1,r1,3,8.8
3,2,0,1,r1,3,11.5605
3,3,0,1,r1,3,9.2595
3,1,20,2,r1,3,31.026
3,2,20,2,r1,3,32.371
3,3,20,2,r1,3,29.7235
3,1,30,3,r1,3,36.449
3,2,30,3,r1,3,35.85
3,3,30,3,r1,3,35.931
3,1,40,4,r1,3,40.499
3,2,40,4,r1,3,40.311
3,3,40,4,r1,3,39.867
3,1,0,5,r2,3,8.0965
3,2,0,5,r2,3,10.8785
3,3,0,5,r2,3,8.314
3,1,20,6,r2,3,33.667
3,2,20,6,r2,3,29.386
3,3,20,6,r2,3,31.6115
3,1,30,7,r2,3,34.603
3,2,30,7,r2,3,35.994
3,3,30,7,r2,3,33.1165
3,1,40,8,r2,3,37.2565
3,2,40,8,r2,3,37.5105
3,3,40,8,r2,3,38.4015
3,1,0,9,r1,2,7.82
3,2,0,9,r1,2,10.189
3,3,0,9,r1,2,8.0365
3,1,20,10,r1,2,25.365
3,2,20,10,r1,2,26.1175
3,3,20,10,r1,2,27.759
3,1,30,11,r1,2,32.1415
